#conflict,#confvar,#multiconf,#fold,#multifold
3494000,-0.15635,-0.23601,-0.30584,-0.43072
3495000,-0.15635,-0.23601,-0.30584,-0.43072
3496000,-0.15635,-0.23601,-0.30584,-0.43072
3497000,-0.15635,-0.23601,-0.30584,-0.43072
3498000,-0.15635,-0.23601,-0.30584,-0.43072
3499000,-0.15635,-0.23601,-0.30584,-0.43072
3500000,-0.15635,-0.23601,-0.30584,-0.43072
3501000,-0.15635,-0.23601,-0.30584,-0.43072
3502000,-0.15635,-0.23601,-0.30584,-0.43072
3503000,-0.15635,-0.23601,-0.30584,-0.43072
3504000,-0.15635,-0.23601,-0.30584,-0.43072
3505000,-0.15635,-0.23601,-0.30584,-0.43072
3506000,-0.15635,-0.23601,-0.30584,-0.43072
3507000,-0.15635,-0.23601,-0.30584,-0.43072
3508000,-0.15635,-0.23601,-0.30584,-0.43072
3509000,-0.15635,-0.23601,-0.30584,-0.43072
3510000,-0.15635,-0.23601,-0.30584,-0.43072
3511000,-0.15635,-0.23601,-0.30584,-0.43072
3512000,-0.15635,-0.23601,-0.30584,-0.43072
3513000,-0.15635,-0.23601,-0.30584,-0.43072
3514000,-0.15635,-0.23601,-0.30584,-0.43072
3515000,-0.15635,-0.23601,-0.30584,-0.43072
3516000,-0.15635,-0.23601,-0.30584,-0.43072
3517000,-0.15635,-0.23601,-0.30584,-0.43072
3518000,-0.15635,-0.23601,-0.30584,-0.43072
3519000,-0.15635,-0.23601,-0.30584,-0.43072
3520000,-0.15635,-0.23601,-0.30584,-0.43072
3521000,-0.15635,-0.23601,-0.30584,-0.43072
3522000,-0.15635,-0.23601,-0.30584,-0.43072
3523000,-0.15635,-0.23601,-0.30584,-0.43072
3524000,-0.15635,-0.23601,-0.30584,-0.43072
3525000,-0.15635,-0.23601,-0.30584,-0.43072
3526000,-0.15635,-0.23601,-0.30584,-0.43072
3527000,-0.15635,-0.23601,-0.30584,-0.43072
3528000,-0.15635,-0.23601,-0.30584,-0.43072
3529000,-0.15635,-0.23601,-0.30584,-0.43072
3530000,-0.15635,-0.23601,-0.30584,-0.43072
3531000,-0.15635,-0.23601,-0.30584,-0.43072
3532000,-0.15635,-0.23601,-0.30584,-0.43072
3533000,-0.15635,-0.23601,-0.30584,-0.43072
3534000,-0.15635,-0.23601,-0.30584,-0.43072
3535000,-0.15635,-0.23601,-0.30584,-0.43072
3536000,-0.15635,-0.23601,-0.30584,-0.43072
3537000,-0.15635,-0.23601,-0.30584,-0.43072
3538000,-0.15635,-0.23601,-0.30584,-0.43072
3539000,-0.15635,-0.23601,-0.30584,-0.43072
3540000,-0.15635,-0.23601,-0.30584,-0.43072
3541000,-0.15635,-0.23601,-0.30584,-0.43072
3542000,-0.15635,-0.23601,-0.30584,-0.43072
3543000,-0.15635,-0.23601,-0.30584,-0.43072
3544000,-0.15635,-0.23601,-0.30584,-0.43072
3545000,-0.15635,-0.23601,-0.30584,-0.43072
3546000,-0.15635,-0.23601,-0.30584,-0.43072
3547000,-0.15635,-0.23601,-0.30584,-0.43072
3548000,-0.15635,-0.23601,-0.30584,-0.43072
3549000,-0.15635,-0.23601,-0.30584,-0.43072
3550000,-0.15635,-0.23601,-0.30584,-0.43072
3551000,-0.15635,-0.23601,-0.30584,-0.43072
3552000,-0.15635,-0.23601,-0.30584,-0.43072
3553000,-0.15635,-0.23601,-0.30584,-0.43072
3554000,-0.15635,-0.23601,-0.30584,-0.43072
3555000,-0.15635,-0.23601,-0.30584,-0.43072
3556000,-0.15635,-0.23601,-0.30584,-0.43072
3557000,-0.15635,-0.23601,-0.30584,-0.43072
3558000,-0.15635,-0.23601,-0.30584,-0.43072
3559000,-0.15635,-0.23601,-0.30584,-0.43072
3560000,-0.15635,-0.23601,-0.30584,-0.43072
3561000,-0.15635,-0.23601,-0.30584,-0.43072
3562000,-0.15635,-0.23601,-0.30584,-0.43072
3563000,-0.15635,-0.23601,-0.30584,-0.43072
3564000,-0.15635,-0.23601,-0.30584,-0.43072
3565000,-0.15635,-0.23601,-0.30584,-0.43072
3566000,-0.15635,-0.23601,-0.30584,-0.43072
3567000,-0.15635,-0.23601,-0.30584,-0.43072
3568000,-0.15635,-0.23601,-0.30584,-0.43072
3569000,-0.15635,-0.23601,-0.30584,-0.43072
3570000,-0.15635,-0.23601,-0.30584,-0.43072
3571000,-0.15635,-0.23601,-0.30584,-0.43072
3572000,-0.15635,-0.23601,-0.30584,-0.43072
3573000,-0.15635,-0.23601,-0.30584,-0.43072
3574000,-0.15635,-0.23601,-0.30584,-0.43072
3575000,-0.15635,-0.23601,-0.30584,-0.43072
3576000,-0.15635,-0.23601,-0.30584,-0.43072
3577000,-0.15635,-0.23601,-0.30584,-0.43072
3578000,-0.15635,-0.23601,-0.30584,-0.43072
3579000,-0.15635,-0.23601,-0.30584,-0.43072
3580000,-0.15635,-0.23601,-0.30584,-0.43072
3581000,-0.15635,-0.23601,-0.30584,-0.43072
3582000,-0.15635,-0.23601,-0.30584,-0.43072
3583000,-0.15635,-0.23601,-0.30584,-0.43072
3584000,-0.15635,-0.23601,-0.30584,-0.43072
3585000,-0.15635,-0.23601,-0.30584,-0.43072
3586000,-0.15635,-0.23601,-0.30584,-0.43072
3587000,-0.15635,-0.23601,-0.30584,-0.43072
3588000,-0.15635,-0.23601,-0.30584,-0.43072
3589000,-0.15635,-0.23601,-0.30581,-0.43068
3590000,-0.15635,-0.23591,-0.30581,-0.43064
3591000,-0.15635,-0.23591,-0.30581,-0.43064
3592000,-0.15635,-0.23589,-0.30581,-0.43064
3593000,-0.15635,-0.23589,-0.30581,-0.43064
3594000,-0.15635,-0.23589,-0.30581,-0.43064
3595000,-0.15635,-0.23589,-0.30578,-0.43064
3596000,-0.15635,-0.23589,-0.30578,-0.43064
3597000,-0.15635,-0.23589,-0.30578,-0.43064
3598000,-0.15635,-0.23589,-0.30578,-0.43064
3599000,-0.15635,-0.23589,-0.30578,-0.43064
3600000,-0.15635,-0.23586,-0.30578,-0.43064
3601000,-0.15635,-0.23586,-0.30578,-0.43064
3602000,-0.15635,-0.23586,-0.30578,-0.43064
3603000,-0.15635,-0.23584,-0.30578,-0.43064
3604000,-0.15635,-0.23584,-0.30578,-0.43064
3605000,-0.15635,-0.23584,-0.30578,-0.43064
3606000,-0.15635,-0.23584,-0.30578,-0.43064
3607000,-0.15635,-0.23584,-0.30578,-0.43064
3608000,-0.15635,-0.23584,-0.30578,-0.43064
3609000,-0.15635,-0.23584,-0.30578,-0.43064
3610000,-0.15635,-0.23581,-0.30578,-0.43064
3611000,-0.15635,-0.23581,-0.30578,-0.43064
3612000,-0.15635,-0.23581,-0.30578,-0.43064
3613000,-0.15635,-0.23581,-0.30575,-0.43064
3614000,-0.15635,-0.23581,-0.30575,-0.43064
3615000,-0.15635,-0.23581,-0.30575,-0.43064
3616000,-0.15635,-0.23581,-0.30575,-0.43064
3617000,-0.15635,-0.23581,-0.30575,-0.43064
3618000,-0.15635,-0.23581,-0.30575,-0.43060
3619000,-0.15635,-0.23581,-0.30575,-0.43060
3620000,-0.15635,-0.23581,-0.30575,-0.43060
3621000,-0.15635,-0.23581,-0.30575,-0.43060
3622000,-0.15635,-0.23581,-0.30575,-0.43060
3623000,-0.15635,-0.23581,-0.30572,-0.43060
3624000,-0.15635,-0.23581,-0.30572,-0.43060
3625000,-0.15635,-0.23581,-0.30572,-0.43060
3626000,-0.15635,-0.23581,-0.30572,-0.43060
3627000,-0.15635,-0.23581,-0.30572,-0.43060
3628000,-0.15635,-0.23581,-0.30572,-0.43060
3629000,-0.15635,-0.23579,-0.30572,-0.43060
3630000,-0.15635,-0.23579,-0.30572,-0.43060
3631000,-0.15635,-0.23579,-0.30572,-0.43060
3632000,-0.15635,-0.23579,-0.30569,-0.43060
3633000,-0.15635,-0.23579,-0.30569,-0.43060
3634000,-0.15635,-0.23579,-0.30569,-0.43060
3635000,-0.15635,-0.23579,-0.30569,-0.43060
3636000,-0.15635,-0.23579,-0.30569,-0.43060
3637000,-0.15635,-0.23579,-0.30569,-0.43060
3638000,-0.15635,-0.23579,-0.30569,-0.43060
3639000,-0.15635,-0.23579,-0.30569,-0.43060
3640000,-0.15635,-0.23579,-0.30569,-0.43060
3641000,-0.15635,-0.23579,-0.30569,-0.43056
3642000,-0.15635,-0.23579,-0.30569,-0.43056
3643000,-0.15635,-0.23579,-0.30569,-0.43056
3644000,-0.15635,-0.23579,-0.30569,-0.43056
3645000,-0.15635,-0.23579,-0.30569,-0.43056
3646000,-0.15635,-0.23579,-0.30569,-0.43056
3647000,-0.15635,-0.23579,-0.30569,-0.43056
3648000,-0.15635,-0.23579,-0.30569,-0.43056
3649000,-0.15635,-0.23579,-0.30569,-0.43056
3650000,-0.15633,-0.23569,-0.30566,-0.43056
3651000,-0.15633,-0.23566,-0.30558,-0.43049
3652000,-0.15633,-0.23566,-0.30558,-0.43045
3653000,-0.15633,-0.23564,-0.30555,-0.43041
3654000,-0.15633,-0.23564,-0.30552,-0.43041
3655000,-0.15633,-0.23564,-0.30552,-0.43037
3656000,-0.15633,-0.23564,-0.30552,-0.43037
3657000,-0.15633,-0.23564,-0.30552,-0.43037
3658000,-0.15633,-0.23564,-0.30552,-0.43037
3659000,-0.15633,-0.23564,-0.30552,-0.43037
3660000,-0.15633,-0.23564,-0.30552,-0.43033
3661000,-0.15633,-0.23564,-0.30552,-0.43033
3662000,-0.15633,-0.23564,-0.30552,-0.43033
3663000,-0.15631,-0.23561,-0.30552,-0.43029
3664000,-0.15631,-0.23559,-0.30552,-0.43029
3665000,-0.15631,-0.23559,-0.30549,-0.43025
3666000,-0.15631,-0.23559,-0.30546,-0.43025
3667000,-0.15631,-0.23559,-0.30546,-0.43025
3668000,-0.15629,-0.23559,-0.30546,-0.43025
3669000,-0.15629,-0.23559,-0.30546,-0.43025
3670000,-0.15629,-0.23559,-0.30546,-0.43025
3671000,-0.15629,-0.23559,-0.30543,-0.43025
3672000,-0.15629,-0.23559,-0.30540,-0.43017
3673000,-0.15629,-0.23556,-0.30534,-0.43013
3674000,-0.15629,-0.23556,-0.30534,-0.43009
3675000,-0.15629,-0.23556,-0.30534,-0.43005
3676000,-0.15629,-0.23556,-0.30534,-0.43005
3677000,-0.15629,-0.23556,-0.30534,-0.43005
3678000,-0.15629,-0.23556,-0.30534,-0.43005
3679000,-0.15629,-0.23556,-0.30534,-0.43005
3680000,-0.15629,-0.23556,-0.30534,-0.43005
3681000,-0.15629,-0.23556,-0.30534,-0.43005
3682000,-0.15629,-0.23556,-0.30534,-0.43005
3683000,-0.15629,-0.23556,-0.30534,-0.43005
3684000,-0.15629,-0.23556,-0.30534,-0.43005
3685000,-0.15629,-0.23556,-0.30534,-0.43001
3686000,-0.15629,-0.23556,-0.30534,-0.43001
3687000,-0.15629,-0.23556,-0.30534,-0.43001
3688000,-0.15629,-0.23556,-0.30534,-0.43001
3689000,-0.15629,-0.23556,-0.30534,-0.43001
3690000,-0.15629,-0.23556,-0.30534,-0.43001
3691000,-0.15629,-0.23554,-0.30534,-0.43001
3692000,-0.15627,-0.23549,-0.30534,-0.43001
3693000,-0.15627,-0.23549,-0.30534,-0.43001
3694000,-0.15627,-0.23549,-0.30531,-0.42994
3695000,-0.15627,-0.23549,-0.30531,-0.42994
3696000,-0.15627,-0.23549,-0.30531,-0.42994
3697000,-0.15627,-0.23549,-0.30531,-0.42994
3698000,-0.15627,-0.23549,-0.30531,-0.42990
3699000,-0.15625,-0.23549,-0.30531,-0.42990
3700000,-0.15625,-0.23546,-0.30531,-0.42990
3701000,-0.15625,-0.23544,-0.30531,-0.42990
3702000,-0.15625,-0.23544,-0.30531,-0.42990
3703000,-0.15625,-0.23544,-0.30531,-0.42990
3704000,-0.15625,-0.23544,-0.30531,-0.42990
3705000,-0.15625,-0.23544,-0.30531,-0.42990
3706000,-0.15625,-0.23544,-0.30531,-0.42990
3707000,-0.15625,-0.23544,-0.30531,-0.42990
3708000,-0.15625,-0.23544,-0.30531,-0.42990
3709000,-0.15625,-0.23544,-0.30531,-0.42990
3710000,-0.15623,-0.23541,-0.30531,-0.42990
3711000,-0.15623,-0.23541,-0.30531,-0.42990
3712000,-0.15623,-0.23541,-0.30531,-0.42990
3713000,-0.15623,-0.23541,-0.30531,-0.42990
3714000,-0.15623,-0.23541,-0.30531,-0.42990
3715000,-0.15623,-0.23541,-0.30531,-0.42990
3716000,-0.15623,-0.23541,-0.30531,-0.42990
3717000,-0.15623,-0.23541,-0.30531,-0.42990
3718000,-0.15623,-0.23541,-0.30531,-0.42990
3719000,-0.15623,-0.23541,-0.30531,-0.42986
3720000,-0.15623,-0.23541,-0.30531,-0.42986
3721000,-0.15623,-0.23541,-0.30531,-0.42986
3722000,-0.15623,-0.23541,-0.30531,-0.42986
3723000,-0.15623,-0.23541,-0.30531,-0.42986
3724000,-0.15623,-0.23541,-0.30531,-0.42986
3725000,-0.15623,-0.23539,-0.30531,-0.42986
3726000,-0.15623,-0.23539,-0.30531,-0.42986
3727000,-0.15623,-0.23539,-0.30531,-0.42986
3728000,-0.15623,-0.23539,-0.30531,-0.42986
3729000,-0.15623,-0.23539,-0.30531,-0.42986
3730000,-0.15623,-0.23539,-0.30531,-0.42986
3731000,-0.15623,-0.23539,-0.30531,-0.42986
3732000,-0.15623,-0.23539,-0.30531,-0.42986
3733000,-0.15623,-0.23539,-0.30531,-0.42986
3734000,-0.15623,-0.23539,-0.30531,-0.42986
3735000,-0.15623,-0.23539,-0.30531,-0.42986
3736000,-0.15623,-0.23536,-0.30531,-0.42986
3737000,-0.15623,-0.23536,-0.30531,-0.42986
3738000,-0.15623,-0.23536,-0.30531,-0.42986
3739000,-0.15623,-0.23536,-0.30531,-0.42986
3740000,-0.15623,-0.23536,-0.30531,-0.42986
3741000,-0.15623,-0.23536,-0.30531,-0.42986
3742000,-0.15623,-0.23536,-0.30531,-0.42986
3743000,-0.15623,-0.23536,-0.30531,-0.42986
3744000,-0.15623,-0.23536,-0.30531,-0.42986
3745000,-0.15623,-0.23536,-0.30531,-0.42986
3746000,-0.15623,-0.23536,-0.30531,-0.42986
3747000,-0.15623,-0.23536,-0.30531,-0.42986
3748000,-0.15623,-0.23536,-0.30531,-0.42986
3749000,-0.15623,-0.23536,-0.30531,-0.42986
3750000,-0.15623,-0.23536,-0.30531,-0.42986
3751000,-0.15623,-0.23534,-0.30531,-0.42986
3752000,-0.15623,-0.23534,-0.30531,-0.42986
3753000,-0.15623,-0.23534,-0.30531,-0.42986
3754000,-0.15623,-0.23534,-0.30531,-0.42986
3755000,-0.15623,-0.23531,-0.30531,-0.42986
3756000,-0.15623,-0.23531,-0.30531,-0.42986
3757000,-0.15623,-0.23531,-0.30531,-0.42986
3758000,-0.15623,-0.23531,-0.30531,-0.42986
3759000,-0.15623,-0.23531,-0.30531,-0.42986
3760000,-0.15623,-0.23531,-0.30531,-0.42986
3761000,-0.15623,-0.23531,-0.30531,-0.42986
3762000,-0.15623,-0.23531,-0.30531,-0.42986
3763000,-0.15623,-0.23531,-0.30531,-0.42986
3764000,-0.15623,-0.23531,-0.30531,-0.42986
3765000,-0.15623,-0.23531,-0.30531,-0.42986
3766000,-0.15623,-0.23531,-0.30531,-0.42986
3767000,-0.15623,-0.23529,-0.30528,-0.42986
3768000,-0.15623,-0.23529,-0.30528,-0.42982
3769000,-0.15623,-0.23526,-0.30528,-0.42982
3770000,-0.15623,-0.23526,-0.30528,-0.42982
3771000,-0.15623,-0.23526,-0.30525,-0.42982
3772000,-0.15623,-0.23526,-0.30525,-0.42978
3773000,-0.15623,-0.23526,-0.30525,-0.42978
3774000,-0.15623,-0.23526,-0.30525,-0.42978
3775000,-0.15623,-0.23526,-0.30525,-0.42978
3776000,-0.15623,-0.23526,-0.30525,-0.42978
3777000,-0.15623,-0.23526,-0.30525,-0.42978
3778000,-0.15623,-0.23526,-0.30525,-0.42978
3779000,-0.15623,-0.23526,-0.30525,-0.42978
3780000,-0.15623,-0.23526,-0.30522,-0.42974
3781000,-0.15623,-0.23526,-0.30522,-0.42974
3782000,-0.15623,-0.23526,-0.30522,-0.42974
3783000,-0.15623,-0.23526,-0.30522,-0.42974
3784000,-0.15623,-0.23526,-0.30522,-0.42974
3785000,-0.15623,-0.23526,-0.30522,-0.42974
3786000,-0.15623,-0.23526,-0.30522,-0.42974
3787000,-0.15623,-0.23526,-0.30522,-0.42974
3788000,-0.15623,-0.23526,-0.30522,-0.42974
3789000,-0.15623,-0.23526,-0.30522,-0.42974
3790000,-0.15623,-0.23526,-0.30522,-0.42974
3791000,-0.15623,-0.23526,-0.30522,-0.42974
3792000,-0.15623,-0.23526,-0.30522,-0.42974
3793000,-0.15623,-0.23524,-0.30522,-0.42974
3794000,-0.15623,-0.23524,-0.30519,-0.42966
3795000,-0.15623,-0.23524,-0.30513,-0.42962
3796000,-0.15623,-0.23524,-0.30513,-0.42962
3797000,-0.15623,-0.23524,-0.30513,-0.42962
3798000,-0.15623,-0.23524,-0.30513,-0.42962
3799000,-0.15623,-0.23524,-0.30513,-0.42962
3800000,-0.15623,-0.23524,-0.30513,-0.42962
3801000,-0.15623,-0.23524,-0.30513,-0.42962
3802000,-0.15623,-0.23524,-0.30513,-0.42962
3803000,-0.15623,-0.23524,-0.30513,-0.42958
3804000,-0.15623,-0.23524,-0.30513,-0.42958
3805000,-0.15623,-0.23524,-0.30513,-0.42958
3806000,-0.15623,-0.23524,-0.30513,-0.42958
3807000,-0.15623,-0.23524,-0.30513,-0.42958
3808000,-0.15623,-0.23524,-0.30513,-0.42958
3809000,-0.15623,-0.23524,-0.30513,-0.42958
3810000,-0.15623,-0.23524,-0.30513,-0.42958
3811000,-0.15623,-0.23524,-0.30513,-0.42958
3812000,-0.15623,-0.23524,-0.30513,-0.42958
3813000,-0.15623,-0.23524,-0.30513,-0.42958
3814000,-0.15623,-0.23524,-0.30513,-0.42958
3815000,-0.15623,-0.23524,-0.30513,-0.42958
3816000,-0.15623,-0.23524,-0.30507,-0.42954
3817000,-0.15623,-0.23524,-0.30507,-0.42954
3818000,-0.15623,-0.23524,-0.30507,-0.42950
3819000,-0.15623,-0.23524,-0.30507,-0.42950
3820000,-0.15623,-0.23524,-0.30507,-0.42950
3821000,-0.15623,-0.23524,-0.30507,-0.42950
3822000,-0.15623,-0.23524,-0.30507,-0.42950
3823000,-0.15623,-0.23524,-0.30507,-0.42950
3824000,-0.15623,-0.23524,-0.30507,-0.42950
3825000,-0.15623,-0.23524,-0.30507,-0.42950
3826000,-0.15623,-0.23524,-0.30507,-0.42950
3827000,-0.15623,-0.23524,-0.30507,-0.42950
3828000,-0.15623,-0.23524,-0.30507,-0.42950
3829000,-0.15623,-0.23524,-0.30507,-0.42950
3830000,-0.15623,-0.23524,-0.30507,-0.42950
3831000,-0.15620,-0.23524,-0.30507,-0.42950
3832000,-0.15620,-0.23524,-0.30507,-0.42950
3833000,-0.15620,-0.23524,-0.30507,-0.42950
3834000,-0.15620,-0.23524,-0.30507,-0.42950
3835000,-0.15620,-0.23524,-0.30507,-0.42950
3836000,-0.15620,-0.23524,-0.30507,-0.42950
3837000,-0.15620,-0.23524,-0.30507,-0.42950
3838000,-0.15620,-0.23524,-0.30507,-0.42950
3839000,-0.15620,-0.23524,-0.30507,-0.42950
3840000,-0.15620,-0.23524,-0.30507,-0.42950
3841000,-0.15620,-0.23524,-0.30507,-0.42950
3842000,-0.15620,-0.23524,-0.30507,-0.42950
3843000,-0.15620,-0.23524,-0.30507,-0.42950
3844000,-0.15620,-0.23524,-0.30507,-0.42950
3845000,-0.15620,-0.23521,-0.30507,-0.42946
3846000,-0.15620,-0.23521,-0.30507,-0.42946
3847000,-0.15620,-0.23521,-0.30507,-0.42946
3848000,-0.15620,-0.23521,-0.30507,-0.42946
3849000,-0.15620,-0.23521,-0.30507,-0.42946
3850000,-0.15620,-0.23521,-0.30507,-0.42946
3851000,-0.15620,-0.23521,-0.30507,-0.42946
3852000,-0.15620,-0.23521,-0.30507,-0.42946
3853000,-0.15620,-0.23521,-0.30507,-0.42946
3854000,-0.15620,-0.23521,-0.30507,-0.42946
3855000,-0.15620,-0.23521,-0.30507,-0.42943
3856000,-0.15620,-0.23521,-0.30507,-0.42943
3857000,-0.15620,-0.23521,-0.30507,-0.42943
3858000,-0.15620,-0.23521,-0.30507,-0.42943
3859000,-0.15618,-0.23521,-0.30507,-0.42943
3860000,-0.15618,-0.23521,-0.30507,-0.42943
3861000,-0.15618,-0.23521,-0.30507,-0.42943
3862000,-0.15618,-0.23521,-0.30507,-0.42943
3863000,-0.15618,-0.23521,-0.30507,-0.42943
3864000,-0.15618,-0.23521,-0.30507,-0.42943
3865000,-0.15618,-0.23521,-0.30507,-0.42943
3866000,-0.15616,-0.23521,-0.30507,-0.42943
3867000,-0.15616,-0.23521,-0.30507,-0.42943
3868000,-0.15616,-0.23521,-0.30507,-0.42943
3869000,-0.15616,-0.23521,-0.30507,-0.42943
3870000,-0.15616,-0.23521,-0.30507,-0.42943
3871000,-0.15616,-0.23521,-0.30507,-0.42943
3872000,-0.15616,-0.23521,-0.30507,-0.42943
3873000,-0.15616,-0.23521,-0.30507,-0.42943
3874000,-0.15616,-0.23521,-0.30507,-0.42943
3875000,-0.15568,-0.23421,-0.30422,-0.42845
3876000,-0.15412,-0.23152,-0.30217,-0.42595
3877000,-0.15327,-0.22936,-0.30091,-0.42440
3878000,-0.15277,-0.22802,-0.30048,-0.42370
3879000,-0.15213,-0.22637,-0.29960,-0.42269
3880000,-0.15142,-0.22490,-0.29815,-0.42088
3881000,-0.15072,-0.22317,-0.29633,-0.41835
3882000,-0.15006,-0.22146,-0.29486,-0.41652
3883000,-0.14936,-0.22001,-0.29325,-0.41451
3884000,-0.14901,-0.21907,-0.29239,-0.41356
3885000,-0.14842,-0.21786,-0.29176,-0.41236
3886000,-0.14768,-0.21659,-0.29060,-0.41085
3887000,-0.14692,-0.21524,-0.28943,-0.40935
3888000,-0.14635,-0.21424,-0.28858,-0.40789
3889000,-0.14553,-0.21274,-0.28713,-0.40644
3890000,-0.14490,-0.21148,-0.28643,-0.40540
3891000,-0.14447,-0.21031,-0.28589,-0.40451
3892000,-0.14419,-0.20927,-0.28513,-0.40370
3893000,-0.14358,-0.20816,-0.28423,-0.40285
3894000,-0.14331,-0.20727,-0.28378,-0.40204
3895000,-0.14299,-0.20671,-0.28294,-0.40090
3896000,-0.14260,-0.20589,-0.28216,-0.40009
3897000,-0.14208,-0.20502,-0.28149,-0.39910
3898000,-0.14151,-0.20394,-0.28049,-0.39757
3899000,-0.14101,-0.20299,-0.27990,-0.39648
3900000,-0.14050,-0.20190,-0.27907,-0.39550
3901000,-0.14030,-0.20106,-0.27816,-0.39474
3902000,-0.13960,-0.19953,-0.27780,-0.39361
3903000,-0.13931,-0.19903,-0.27752,-0.39307
3904000,-0.13889,-0.19838,-0.27691,-0.39214
3905000,-0.13849,-0.19705,-0.27598,-0.39102
3906000,-0.13825,-0.19634,-0.27540,-0.39009
3907000,-0.13799,-0.19574,-0.27496,-0.38934
3908000,-0.13791,-0.19531,-0.27490,-0.38920
3909000,-0.13785,-0.19517,-0.27488,-0.38912
3910000,-0.13777,-0.19499,-0.27485,-0.38909
3911000,-0.13775,-0.19487,-0.27485,-0.38898
3912000,-0.13763,-0.19476,-0.27477,-0.38877
3913000,-0.13747,-0.19464,-0.27474,-0.38873
3914000,-0.13745,-0.19451,-0.27474,-0.38873
3915000,-0.13741,-0.19441,-0.27468,-0.38870
3916000,-0.13739,-0.19437,-0.27468,-0.38870
3917000,-0.13737,-0.19430,-0.27463,-0.38870
3918000,-0.13735,-0.19426,-0.27463,-0.38866
3919000,-0.13729,-0.19421,-0.27463,-0.38866
3920000,-0.13727,-0.19410,-0.27463,-0.38859
3921000,-0.13723,-0.19400,-0.27457,-0.38852
3922000,-0.13717,-0.19380,-0.27446,-0.38823
3923000,-0.13717,-0.19371,-0.27444,-0.38820
3924000,-0.13713,-0.19369,-0.27441,-0.38816
3925000,-0.13713,-0.19364,-0.27438,-0.38809
3926000,-0.13711,-0.19364,-0.27433,-0.38802
3927000,-0.13711,-0.19362,-0.27430,-0.38795
3928000,-0.13707,-0.19359,-0.27430,-0.38784
3929000,-0.13707,-0.19353,-0.27424,-0.38777
3930000,-0.13707,-0.19348,-0.27416,-0.38777
3931000,-0.13707,-0.19348,-0.27416,-0.38777
3932000,-0.13707,-0.19348,-0.27416,-0.38773
3933000,-0.13705,-0.19348,-0.27414,-0.38773
3934000,-0.13705,-0.19346,-0.27411,-0.38770
3935000,-0.13705,-0.19346,-0.27408,-0.38770
3936000,-0.13703,-0.19341,-0.27408,-0.38770
3937000,-0.13703,-0.19341,-0.27408,-0.38766
3938000,-0.13703,-0.19341,-0.27408,-0.38766
3939000,-0.13703,-0.19341,-0.27408,-0.38766
3940000,-0.13703,-0.19341,-0.27408,-0.38766
3941000,-0.13703,-0.19339,-0.27408,-0.38766
3942000,-0.13701,-0.19337,-0.27408,-0.38763
3943000,-0.13701,-0.19337,-0.27405,-0.38763
3944000,-0.13701,-0.19337,-0.27405,-0.38763
3945000,-0.13699,-0.19337,-0.27405,-0.38759
3946000,-0.13699,-0.19337,-0.27403,-0.38759
3947000,-0.13699,-0.19337,-0.27403,-0.38759
3948000,-0.13699,-0.19337,-0.27400,-0.38755
3949000,-0.13699,-0.19337,-0.27397,-0.38755
3950000,-0.13697,-0.19334,-0.27397,-0.38755
3951000,-0.13695,-0.19332,-0.27397,-0.38755
3952000,-0.13695,-0.19332,-0.27397,-0.38755
3953000,-0.13695,-0.19330,-0.27397,-0.38755
3954000,-0.13693,-0.19328,-0.27397,-0.38755
3955000,-0.13693,-0.19323,-0.27397,-0.38748
3956000,-0.13693,-0.19323,-0.27392,-0.38748
3957000,-0.13693,-0.19323,-0.27392,-0.38745
3958000,-0.13693,-0.19323,-0.27392,-0.38745
3959000,-0.13691,-0.19323,-0.27392,-0.38745
3960000,-0.13691,-0.19323,-0.27392,-0.38745
3961000,-0.13691,-0.19323,-0.27392,-0.38741
3962000,-0.13689,-0.19323,-0.27392,-0.38738
3963000,-0.13689,-0.19323,-0.27392,-0.38738
3964000,-0.13689,-0.19323,-0.27392,-0.38738
3965000,-0.13689,-0.19318,-0.27392,-0.38738
3966000,-0.13689,-0.19318,-0.27392,-0.38738
3967000,-0.13689,-0.19318,-0.27392,-0.38738
3968000,-0.13689,-0.19316,-0.27392,-0.38738
3969000,-0.13689,-0.19316,-0.27392,-0.38738
3970000,-0.13689,-0.19316,-0.27392,-0.38738
3971000,-0.13689,-0.19316,-0.27392,-0.38738
3972000,-0.13689,-0.19316,-0.27392,-0.38738
3973000,-0.13689,-0.19316,-0.27392,-0.38738
3974000,-0.13689,-0.19316,-0.27389,-0.38738
3975000,-0.13689,-0.19314,-0.27389,-0.38738
3976000,-0.13689,-0.19312,-0.27389,-0.38727
3977000,-0.13689,-0.19312,-0.27386,-0.38727
3978000,-0.13689,-0.19312,-0.27383,-0.38727
3979000,-0.13689,-0.19309,-0.27381,-0.38727
3980000,-0.13689,-0.19309,-0.27378,-0.38727
3981000,-0.13687,-0.19305,-0.27378,-0.38727
3982000,-0.13687,-0.19305,-0.27378,-0.38727
3983000,-0.13687,-0.19305,-0.27378,-0.38723
3984000,-0.13685,-0.19305,-0.27378,-0.38723
3985000,-0.13685,-0.19305,-0.27378,-0.38723
3986000,-0.13685,-0.19302,-0.27378,-0.38723
3987000,-0.13685,-0.19300,-0.27378,-0.38723
3988000,-0.13685,-0.19300,-0.27378,-0.38720
3989000,-0.13685,-0.19300,-0.27378,-0.38720
3990000,-0.13683,-0.19300,-0.27378,-0.38720
3991000,-0.13683,-0.19300,-0.27375,-0.38720
3992000,-0.13681,-0.19298,-0.27375,-0.38720
